id,year,Company,Name,Exchange,Financial_Distress,X1,X2,X3,X4,X5,X6,X7,X8,X9,X10,X11,X12,X13,X14,X15,X16,X17,X18,X19,X20,X21,X22,X23,X24,X25
4054,2014,DST,??u t? Sao Th?ng Long,HNX,0,0.09,2.51,2.93,0,0,0,0,0.3,0.23,0.3,0.23,0,0,89.58,89.58,1.25,0.35,1.25,11.95,0,11.66,0.34,33.29,55.86,145
7148,2020,BWS,C?p N??c Bà R?a V?ng Tàu,UPCOM,0,0.08,3.84,4.25,0.01,0,0.01,0.01,0.1,0.09,0.11,0.09,1.1,72.52,13.96,13.96,2.9,4.8,2.98,3237.84,12.43,3233.87,4.79,10.13,14.35,2576
9612,2018,PSL,Ch?n nuôi Phú S?n,UPCOM,0,1.72,1.83,2.54,0,0,0,0,0.32,0.24,0.32,0.24,1.32,0,4.12,4.12,1.16,1.05,0.7,183.09,4.71,97.15,0.56,3.37,4.06,3762
5760,2020,SGH,Khách s?n Sài G?n,HNX,0,0.65,5.25,6.49,0,0,0,0,0.09,0.06,0.11,0.07,1.07,0,103.35,103.35,2.72,5.06,2.72,453.76,-58.74,451.94,6.55,-30.33,-64,355
6562,2020,VLA,PT Công ngh? V?n Lang,HNX,0,2.01,5.25,6.49,0,0,0,0,0.09,0.02,0.11,0.02,1.02,0,103.94,104.51,0.87,1.73,0.92,13.5,-22.09,12.67,1.63,-25.89,-23.51,16
5181,2013,PGT,PGT Holdings,HNX,0,2.01,5.25,6.49,0,0,0,0,0.09,0.03,0.11,0.04,0,0,-2.5,-2.5,0.73,1.77,0.73,52.68,26.69,50.06,1.67,-2.37,-2.37,-2281
5758,2018,SGH,Khách s?n Sài G?n,HNX,0,0.88,5.25,6.49,0,0,0,0,0.09,0.05,0.11,0.07,1.07,0,41.24,41.24,2.9,5.06,2.98,791.3,59.85,698.24,6.55,35.82,43.09,1552
951,2020,GAB,??u t? Khai khoáng &amp; Qu?n l? Tài s?n FLC,HOSE,0,0.01,1.67,1.84,0.02,0.01,0.13,0.09,0.37,0.26,0.38,0.28,1.38,0.42,103.94,104.51,2.9,5.06,2.98,2649.6,-58.74,2670.43,6.55,69.17,108.48,57
7831,2018,DTI,??u t? ??c Trung,UPCOM,0,0.8,5.25,6.49,0,0,0,0,0.09,0,0.11,0.02,1.02,0,93.62,93.62,1,5.06,0.96,115.22,67.91,110.31,6.55,38.68,80.81,107
11001,2019,VEA,Máy ??ng l?c và Máy NN,UPCOM,0,0.89,3.36,3.65,0,0,0.01,0.01,0.23,0.19,0.24,0.19,1.24,0,6.83,6.83,1.87,5.06,1.86,4818.31,67.91,6993.74,6.55,-30.33,-64,5479
7897,2015,EFI,Tài chính giáo d?c,UPCOM,0,2.01,5.25,6.49,0,0,0,0,0.09,0.01,0.11,0.01,1.01,0,16.65,16.65,0.63,5.06,0.63,83.17,-26.2,66.03,4.81,-30.33,-63.26,459
10000,2020,SBH,Th?y ?i?n Sông Ba H?,UPCOM,0,0.16,5.25,6.49,0,0,0.02,0.02,0.09,0.06,0.11,0.07,1.07,10.16,13.07,13.07,2.11,5.06,2.12,4818.31,17,5068.23,6.3,8.97,13.62,3.06
7896,2014,EFI,Tài chính giáo d?c,UPCOM,0,2.01,5.25,6.49,0,0,0,0,0.09,0.01,0.11,0.01,0,0,14.71,14.71,0.73,5.06,0.73,92.48,67.91,73.85,6.27,10.06,10.17,578
8647,2017,IRC,Cao su Công nghi?p,UPCOM,0,0.82,1.55,1.69,0,0,0,0,0.53,0.35,0.53,0.35,1.53,0,9.57,9.57,1.02,2.63,0.7,175,1.64,166.67,2.5,13.89,16.79,1045
5182,2014,PGT,PGT Holdings,HNX,0,2.01,5.25,6.49,0,0,0,0,0.09,0.02,0.11,0.02,0,0,5.45,5.45,0.68,2.72,0.68,56.37,-58.74,4.44,0.03,-2.34,-2.34,1119
2636,2012,TBC,Th?y ?i?n Thác Bà,HOSE,0,2.01,5.25,6.49,0,0,0.01,0.01,0.09,0.04,0.11,0.04,0,0,6.86,6.86,1.01,3.44,1.03,876.3,4.39,707.87,2.77,3.51,5,2011
1578,2013,LCM,Khoáng s?n Lào Cai,HOSE,0,2.01,5.25,6.49,0,0,0,0,0.09,0,0.11,0,0,0,20.71,20.71,0.72,5.06,0.72,194.6,8.32,189.44,6.2,13.27,19.15,381
10906,2018,VBH,?i?n t? B?nh H?a,UPCOM,0,2.01,5.25,6.49,0,0,0,0,0.09,0.01,0.11,0.1,1.11,0,37.84,37.84,2.9,1.33,2.98,75.4,25.03,71.45,1.26,42.12,44.82,687
10490,2020,TAG,Tr?n Anh Company,UPCOM,0,0.31,5.25,6.49,0,0,0,0,0.09,0.05,0.11,0.08,1.08,0,55.68,55.68,2.9,5.06,2.95,669.55,67.91,665.91,5.15,69.17,108.48,485
10488,2018,TAG,Tr?n Anh Company,UPCOM,0,1.3,5.25,6.49,0,0,0,0,0.09,0.04,0.11,0.04,1.05,0,-4.22,-4.19,2.9,0.22,2.98,736.5,0,724.29,0.22,-30.33,-57.11,-467
11069,2020,VGR,C?ng xanh VIP,UPCOM,0,1.56,4.39,4.64,0,0,0,0,0.09,0.06,0.11,0.06,1.07,120.91,13.83,13.83,2,2.83,2,2099.9,7.69,2082.3,2.8,6.96,12.3,2401
10489,2019,TAG,Tr?n Anh Company,UPCOM,0,0.19,5.25,6.49,0,0,0,0,0.09,0.05,0.11,0.09,1.1,0,75.61,75.61,2.9,5.06,2.98,768.74,6.32,766.23,5.54,69.17,108.48,410
750,2011,DSN,Công viên n??c ??m Sen,HOSE,0,2.01,5.25,6.49,0,0,0,0,0.09,0.06,0.11,0.06,0,0,4.39,4.39,1.71,1.85,1.81,249.28,5.31,178.28,1.32,2.19,2.37,6713
10999,2017,VEA,Máy ??ng l?c và Máy NN,UPCOM,0,0.55,1.64,2.41,0.01,0.01,0.02,0.02,0.25,0.2,0.26,0.2,1.26,0.14,12.29,12.29,2.9,5.06,2.98,4818.31,-58.74,6993.74,6.55,69.17,-64,3797
4703,2019,LBE,Sách & TBTH Long An,HNX,0,1.45,5.25,6.49,0,0,0.01,0.01,0.09,0.06,0.11,0.06,1.07,9.43,23.03,23.03,1.77,0.54,1.78,35.51,-58.74,29.56,0.45,18.74,22.36,1407
10905,2017,VBH,?i?n t? B?nh H?a,UPCOM,0,2.01,5.25,6.49,0,0,0,0,0.09,0.07,0.14,0.12,1.14,0,103.94,104.51,2.9,0.92,2.98,55.68,12.09,51.73,0.85,69.17,108.48,138
9892,2019,QSP,Tân c?ng Quy Nh?n,UPCOM,0,0.28,1.53,1.53,0,0,0.04,0.04,0.09,0.08,0.11,0.08,1.08,3.7,8.3,8.3,1.31,5.06,1.31,209.37,6.48,212.89,5.33,6.57,7.81,2336
1777,2020,NCT,DV Hàng hóa N?i Bài,HOSE,0,0.65,3.77,3.8,0,0,0,0,0.21,0.17,0.23,0.19,1.23,0,9.05,9.05,2.9,2.8,2.98,1870.85,7.38,1793.63,2.68,6.88,7.8,7901
6418,2020,VE1,VNECO 1,HNX,0,2.01,5.25,6.49,0,0,0,0,0.09,0.05,0.11,0.05,1.05,0,-4.22,-4.19,1.01,4.91,1.07,34.4,-6.18,29.88,4.26,-17.13,-14.02,-958
7894,2012,EFI,Tài chính giáo d?c,UPCOM,0,2.01,5.25,6.49,0,0,0,0,0.09,0.03,0.11,0.03,0,0,6.45,6.45,0.6,5.06,0.6,75.19,0,38.55,3.65,2.49,2.5,1085
4702,2018,LBE,Sách & TBTH Long An,HNX,0,1.91,5.25,6.49,0.01,0.01,0.02,0.02,0.09,0.06,0.11,0.07,1.07,7.44,9.33,9.33,0.82,0.24,0.82,16.55,-10.16,15.65,0.23,8.31,9.06,1618
9613,2019,PSL,Ch?n nuôi Phú S?n,UPCOM,0,2.01,4.87,6.49,0,0,0,0,0.09,0.04,0.11,0.04,1.05,0,-4.22,-4.19,2.69,3.25,2.92,311.86,-16.57,287.51,3,-15.03,-11.42,-1949
758,2019,DSN,Công viên n??c ??m Sen,HOSE,0,2.01,5.25,6.49,0,0,0,0,0.11,0.1,0.11,0.1,1.11,0,5.58,5.58,2.14,2.42,2.14,531.05,7.34,494.98,2.26,4.72,4.78,7882
8648,2018,IRC,Cao su Công nghi?p,UPCOM,0,1.88,5.25,6.49,0,0,0,0,0.09,0.04,0.11,0.04,1.04,1628.5,18.5,18.5,0.93,5.06,0.93,169.75,-1.77,162.21,6.55,69.17,-64,524
132,2020,AST,D?ch v? Hàng không Taseco,HOSE,0,0.48,3.77,4.34,0,0,0.08,0.07,0.15,0.13,0.16,0.14,1.16,0,-4.22,-4.19,2.9,5.06,2.98,2475,-28.79,2496.49,6.55,-30.33,-38.12,-1089
5752,2012,SGH,Khách s?n Sài G?n,HNX,0,2.01,5.25,6.49,0,0,0,0,0.09,0.05,0.11,0.05,0,0,12.96,12.96,2.77,5.06,2.77,127.17,21.04,95.34,3.8,6.75,7.81,5556
7147,2019,BWS,C?p N??c Bà R?a V?ng Tàu,UPCOM,0,0.24,2.52,2.88,0.01,0.01,0.01,0.01,0.15,0.13,0.15,0.13,1.15,73.62,13.63,13.63,2.9,4.76,2.98,3069.6,11.36,2996.75,4.65,9.77,13.5,2814
4588,2017,KTT,T?p ?oàn ??u t? KTT,HNX,0,0.1,1.74,2.21,0.08,0.05,0.18,0.12,0.5,0.32,0.58,0.37,1.58,0.78,16.76,16.76,0.46,0.1,0.46,14.48,5.12,17.79,0.13,6.07,9.65,292
2705,2011,TCT,Cáp treo Tây Ninh,HOSE,0,2.01,5.25,6.49,0,0,0,0,0.1,0.09,0.11,0.1,0,0,3.94,3.94,1.44,2.98,1.44,188.3,6.11,50.83,0.8,0.8,0.8,8424.88
8969,2020,MCM,Gi?ng b? s?a M?c Châu,UPCOM,0,0.09,3.32,4.13,0,0,0,0,0.27,0.2,0.34,0.25,1.34,0,13.09,13.09,2.9,2.14,2.98,4818.31,12.3,6030.67,2.14,19.21,23,4203
4391,2018,HTP,In SGK H?a Phát,HNX,0,2.01,5.25,6.49,0,0,0,0,0.09,0.02,0.11,0.02,1.03,0,55.24,55.24,0.56,1.46,0.64,10.86,23.93,8.78,1.18,-30.33,-9.86,119
1774,2017,NCT,DV Hàng hóa N?i Bài,HOSE,0,0.43,4.97,5.02,0,0,0,0,0.15,0.13,0.16,0.14,1.16,0,9.21,9.21,2.9,3.49,2.98,2511.91,9.39,2473.19,3.44,7.17,7.8,8424.88
9115,2013,MTC,D?ch V? Du L?ch M? Trà,UPCOM,0,1.87,3.19,3.38,0,0,0,0,0.09,0.04,0.11,0.04,0,0,103.94,104.51,0.97,1.81,2.57,51.65,67.91,47.53,1.66,28.48,77.11,87
10907,2019,VBH,?i?n t? B?nh H?a,UPCOM,0,2.01,5.25,6.49,0,0,0,0,0.09,0.02,0.13,0.11,1.13,0,42.43,42.43,2.9,1.54,2.98,87,18.39,81.72,1.45,53.29,54.62,707
7097,2018,BTH,Bi?n th? & VL ?i?n HN,UPCOM,0,0.83,5.25,6.49,0,0,0,0,0.09,0.03,0.11,0.03,1.03,0,103.94,104.51,0.99,5.06,0.99,240,67.91,242.37,6.55,-30.33,-62.7,86
1775,2018,NCT,DV Hàng hóa N?i Bài,HOSE,0,0.22,5.11,5.16,0,0,0,0,0.15,0.13,0.16,0.14,1.16,0,7.6,7.6,2.9,2.66,2.98,1831.6,6.76,1776.4,2.58,6.07,6.61,9.21
403,2013,COM,V?t t? X?ng d?u,HOSE,0,0.2,0.49,1.38,0,0,0.57,0.35,0.65,0.39,0.66,0.4,0,0,18.32,18.32,1.3,0.09,1.47,467.53,-5.75,645.92,0.12,14.67,16.88,1856
3070,2010,VCF,Vinacafé Biên H?a,HOSE,0,2.01,3.81,5.37,0,0,0.03,0.02,0.22,0.17,0.26,0.21,0,2731.17,7.75,7.75,2.16,0.96,2.23,1251.88,11.91,906.37,0.69,4.86,5.08,6079
2234,2017,SAB,SABECO,HOSE,0,0.58,1.58,1.85,0,0,0.05,0.03,0.51,0.34,0.53,0.34,1.53,7.51,29.01,29.01,2.9,4,2.98,4818.31,26.97,6993.74,3.89,23.15,25.97,7347
9648,2011,PTH,V?n t?i và DV Petrolimex Hà Tây,UPCOM,0,0.21,1.13,1.4,0,0,0.75,0.28,1.19,0.44,1.7,0.63,0,0,1.31,1.31,0.26,0.04,0.18,4.16,0,18.04,0.03,1.43,2.25,1992
10733,2016,TSJ,Hanoi Toserco,UPCOM,0,0.94,2.78,2.78,0,0,0,0,0.27,0.21,0.27,0.21,1.27,0,19.11,19.11,1.82,5.06,1.82,1383.76,67.91,1224.18,6.55,69.17,108.48,968
6697,2020,WCS,B?n xe Mi?n Tây,HNX,0,2.01,5.25,6.49,0,0,0,0,0.15,0.13,0.18,0.15,1.18,309.09,9.08,9.08,2.9,4.59,2.98,510,17.33,500.65,4.51,9.58,10.42,8424.88
5750,2010,SGH,Khách s?n Sài G?n,HNX,0,2.01,5.25,6.49,0,0,0,0,0.09,0.06,0.11,0.07,0,2731.17,14.03,14.03,2.9,4.5,2.98,116.75,15.15,106.23,4.09,8.05,9.73,4711
2637,2013,TBC,Th?y ?i?n Thác Bà,HOSE,0,2.01,5.25,6.49,0,0,0,0,0.09,0.03,0.11,0.03,0,0,7.8,7.8,1.29,3.93,1.32,1174.75,7.49,835.12,2.79,3.54,4.89,2.37
131,2019,AST,D?ch v? Hàng không Taseco,HOSE,0,0.96,1.58,2.03,0,0,0.01,0,0.36,0.26,0.36,0.26,1.36,71.08,12.19,12.19,2.9,2.04,2.98,2326.5,11.09,2188.65,1.92,8.24,9.61,4241
404,2014,COM,V?t t? X?ng d?u,HOSE,0,1.56,2.4,4.33,0,0,0,0,0.09,0.08,0.11,0.09,0,0,12.13,12.13,1.33,0.09,1.68,515.4,2.33,477.51,0.08,7.82,8.74,3008
10898,2010,VBH,?i?n t? B?nh H?a,UPCOM,0,0.46,2.16,3.88,0,0,0,0,0.27,0.21,0.27,0.21,0,0,12.38,12.38,1.36,0.43,1.36,46.69,12.62,42.45,0.38,5.84,8.37,1.3
757,2018,DSN,Công viên n??c ??m Sen,HOSE,0,2.01,5.25,6.49,0,0,0,0,0.09,0.07,0.11,0.07,1.07,0,7.43,7.43,2.9,3.29,2.9,711.69,9.48,662.07,3.06,6.04,6.16,7925
5971,2017,TET,May m?c Mi?n B?c,HNX,0,2.01,5.25,6.49,0,0,0,0,0.09,0.04,0.11,0.04,1.04,0,7.34,7.34,1.71,4.14,1.71,150.56,5.84,109.74,3.01,5.28,6.26,3598
4545,2018,KSD,??u t? DNA,HNX,0,0.84,5.25,6.49,0,0,0,0,0.09,0.02,0.11,0.02,1.02,28.33,32.32,32.32,0.69,0.42,0.69,72,5.83,77.43,0.45,13.9,45.2,186
4040,2017,DPC,Nh?a ?à N?ng,HNX,0,2.01,5.25,6.49,0,0,0,0,0.09,0.08,0.11,0.08,1.09,1018.05,7.44,7.44,0.74,0.47,0.74,29.98,5.36,11.37,0.18,2.12,2.55,1801
10350,2010,SQC,Khoáng s?n SG-Quy Nh?n,UPCOM,0,1,2.36,3.23,0.02,0.01,0.03,0.03,0.09,0.07,0.11,0.08,0,2731.17,103.94,104.51,2.9,5.06,2.98,4818.31,67.91,6993.74,6.55,69.17,108.48,90
7850,2019,DTV,PT ?i?n Nông thôn Trà Vinh,UPCOM,0,1.09,5.25,6.49,0,0,0,0,0.1,0.09,0.11,0.09,1.1,0,12.73,12.73,2.64,0.53,2.65,259.52,10.09,249.2,0.51,7.79,9.16,3873
340,2020,CLL,C?ng Cát Lái,HOSE,0,2.01,5.17,5.19,0,0,0,0,0.09,0.08,0.11,0.08,1.09,47.83,10.9,10.9,1.68,2.73,1.86,1054,6.73,897.31,2.32,5.99,8.92,2843
11068,2019,VGR,C?ng xanh VIP,UPCOM,0,0.26,1.79,1.97,0.06,0.05,0.09,0.08,0.1,0.08,0.16,0.14,1.16,6.34,8.06,8.06,1.11,1.36,1.11,1075.25,4.12,1192.6,1.51,4.25,7.95,2.11
738,2011,DRL,Th?y ?i?n - ?i?n l?c 3,HOSE,0,2.01,5.25,5.73,0.11,0.1,0.11,0.1,0.09,0.05,0.17,0.15,0,2731.17,5.7,5.7,1.45,3.16,1.45,174.8,4.39,157.89,2.85,3.48,4.49,3227
3071,2011,VCF,Vinacafé Biên H?a,HOSE,0,2.01,5.25,6.49,0,0,0,0,0.12,0.11,0.13,0.11,0,2731.17,14.6,14.6,2.9,1.94,2.98,3083.18,-58.74,2784.96,1.75,11.36,11.75,7943
10363,2011,SRB,SARA,UPCOM,0,2.01,5.25,6.49,0,0,0,0,0.09,0.03,0.11,0.03,0,2731.17,103.94,104.51,0.42,4.27,0.44,36.55,-12.22,35.98,4.2,11.68,54.03,18
7135,2010,BWA,C?p thoát n??c & XD B?o L?c,UPCOM,0,1.16,1.42,2.2,0,0,0,0,0.09,0.06,0.11,0.06,0,0,103.94,104.51,2.9,5.06,2.98,135,67.91,132.8,6.55,42.46,98.36,397
5972,2018,TET,May m?c Mi?n B?c,HNX,0,2.01,5.25,6.49,0,0,0,0,0.09,0.07,0.11,0.07,1.07,0,9.15,9.15,1.75,4.4,1.75,171.09,7.11,120.51,3.1,5.08,5.82,3.28
8650,2020,IRC,Cao su Công nghi?p,UPCOM,0,1.04,5.25,6.49,0,0,0,0,0.09,0.07,0.11,0.07,1.07,0,10.46,10.46,0.86,5.06,0.86,164.5,-22.87,153.93,6.55,-19.37,-12.84,899
10352,2012,SQC,Khoáng s?n SG-Quy Nh?n,UPCOM,0,0.15,0.92,1.56,0.02,0.02,0.18,0.14,0.22,0.18,0.24,0.2,0,0,54.26,54.26,2.9,5.06,2.98,4818.31,67.91,6993.74,6.55,37.41,49.19,1471
602,2020,DHA,Hóa An,HOSE,0,2.01,5.25,6.49,0,0,0,0,0.1,0.09,0.11,0.1,1.11,0,7.62,7.62,1.7,1.91,1.96,728.94,7.08,683.01,1.79,6,6.59,6.5
7982,2019,FSO,?óng tàu th?y s?n VN,UPCOM,0,0.52,5.25,6.49,0,0,0,0,0.09,0.07,0.11,0.07,1.08,0,-4.22,-4.19,1.13,1.53,1.13,64.69,-43.2,62.59,1.48,-30.33,-24.3,-173
1576,2011,LCM,Khoáng s?n Lào Cai,HOSE,0,2.01,5.25,6.49,0,0,0,0,0.09,0.06,0.11,0.06,0,2731.17,10.41,10.41,1.77,5.06,1.77,231.34,24.24,217.31,4.87,7.71,8.8,2595
2712,2018,TCT,Cáp treo Tây Ninh,HOSE,0,2.01,5.25,6.49,0,0,0,0,0.09,0.03,0.11,0.03,1.03,0,11.2,11.2,2.56,4.55,2.56,778.79,7.25,670.21,3.91,5.6,8.62,5.44
5973,2019,TET,May m?c Mi?n B?c,HNX,0,2.01,5.03,5.03,0,0,0,0,0.09,0.06,0.11,0.06,1.06,0,25.81,25.81,1.83,5.06,1.83,172.23,36.8,138.86,5.59,14.13,19.91,1.17
3232,2014,VNM,VINAMILK,HOSE,0,1.68,2.18,2.85,0.02,0.01,0.08,0.06,0.28,0.21,0.3,0.23,0,0,17.3,17.3,2.9,3,2.98,4818.31,19.71,6993.74,3,12.1,13.73,6068
7802,2018,DSP,D?ch v? Du l?ch Phú Th?,UPCOM,0,0.18,5.25,6.49,0,0,0,0,0.09,0.05,0.11,0.05,1.05,549.89,19.69,19.69,0.99,3.89,0.99,1317.39,16.46,1242.98,3.67,30.06,-64,564
4083,2020,DXP,C?ng ?o?n Xá,HNX,0,0.06,5.25,6.49,0,0,0,0,0.09,0.04,0.11,0.04,1.04,0,7.8,7.8,0.96,4.14,0.96,444.38,20.81,442.07,4.12,14.02,18.72,2191
10734,2017,TSJ,Hanoi Toserco,UPCOM,0,0.55,5.25,6.49,0,0,0,0,0.09,0.05,0.11,0.05,1.05,0,14.46,14.46,1.62,5.06,1.62,1391.23,-12.13,1371.16,6.55,69.17,-64,1286
9647,2010,PTH,V?n t?i và DV Petrolimex Hà Tây,UPCOM,0,0.07,1.56,1.75,0,0,0.43,0.19,0.75,0.34,1.21,0.55,0,0,1.67,1.67,0.26,0.04,0.18,4.8,0,15.16,0.03,2.46,2.46,1.8
10351,2011,SQC,Khoáng s?n SG-Quy Nh?n,UPCOM,0,0.71,1.38,1.93,0.04,0.04,0.21,0.16,0.21,0.17,0.25,0.2,0,0,103.94,104.51,2.9,5.06,2.98,4818.31,-58.74,6993.74,6.55,69.17,99.23,740
6971,2017,BMF,VLXD và Ch?t ??t ??ng Nai,UPCOM,0,0.28,0.97,1.21,0,0,0.42,0.17,1.42,0.59,1.43,0.59,2.43,1.65,2.83,2.83,1.51,0.06,2.27,53.66,2.51,61.41,0.07,2.48,2.58,8424.88
9649,2012,PTH,V?n t?i và DV Petrolimex Hà Tây,UPCOM,0,0.24,1.21,1.55,0,0,0.37,0.16,0.83,0.36,1.33,0.57,0,0,0.45,0.45,0.26,0.04,0.18,1.12,0.08,6.02,0.03,0.58,1.14,1551
9143,2016,MTL,Môi tr??ng ?ô th? T? Liêm,UPCOM,0,2.01,3.64,3.67,0,0,0,0,0.23,0.19,0.23,0.19,1.23,0,103.94,104.51,1.36,1.75,1.36,83.4,55.99,52.49,1.1,15.67,107.19,121
7146,2018,BWS,C?p N??c Bà R?a V?ng Tàu,UPCOM,0,0.54,1.73,1.97,0.01,0.01,0.05,0.04,0.27,0.21,0.27,0.22,1.27,10.31,10.82,10.82,2.9,4.11,2.98,2474.2,9.05,2456.92,4.08,8.49,11.12,3629
5721,2017,SFN,D?t l??i Sài G?n,HNX,0,2.01,5.06,6.49,0,0,0,0,0.09,0.07,0.11,0.07,1.07,0,9.27,9.27,1.83,0.58,1.83,94.52,11.38,81.08,0.5,3.94,6.21,3561
8338,2019,HMG,Kim Khí Hà N?i,UPCOM,0,0.07,0.68,1.35,0,0,2.09,0.59,2.35,0.7,2.35,0.7,3.35,0,-4.22,-4.19,2.42,0.1,2.43,211.5,32.21,379.3,0.18,-30.33,-64,-727
129,2017,AST,D?ch v? Hàng không Taseco,HOSE,0,1.31,1.67,1.96,0.04,0.03,0.13,0.1,0.29,0.22,0.33,0.25,1.33,3.82,17.35,17.35,2.9,3.88,2.98,2556,22.67,2364,3.59,13.57,14.99,4093
6175,2017,TTT,Du l?ch - Th??ng M?i Tây Ninh,HNX,0,2.01,5.25,6.49,0,0,0,0,0.09,0.07,0.11,0.07,1.08,2731.17,7.85,7.85,1.23,0.78,0.81,278.78,8.02,174.33,0.49,1.74,2.23,7769
10353,2013,SQC,Khoáng s?n SG-Quy Nh?n,UPCOM,0,0.02,0.49,1.3,0,0,0.19,0.16,0.22,0.18,0.22,0.18,0,0,-4.22,-4.19,2.9,5.06,2.98,4818.31,67.91,6993.74,6.55,69.17,-64,-249
2235,2018,SAB,SABECO,HOSE,0,0.75,2.17,2.48,0,0,0.04,0.03,0.37,0.26,0.39,0.28,1.39,8.06,36.72,36.72,2.9,4.27,2.98,4818.31,33.98,6993.74,4.2,29.74,33.99,6514
3883,2020,CVN,Vinam Group,HNX,0,2.01,5.25,6.49,0,0,0,0,0.09,0.02,0.11,0.04,1.04,444.78,3.75,3.75,1.23,3.27,0.72,190.08,1.8,225.22,3.88,8.55,8.55,2557
3230,2012,VNM,VINAMILK,HOSE,0,1.28,1.84,2.68,0,0,0,0,0.27,0.21,0.27,0.21,0,0,17.76,17.76,2.9,3.89,2.98,4818.31,19.52,6993.74,3.84,13.67,14.73,6981
407,2017,COM,V?t t? X?ng d?u,HOSE,0,1.35,1.81,4.79,0,0,0,0,0.11,0.09,0.13,0.12,1.13,2731.17,8.29,8.29,1.69,0.21,2.02,787.93,6.08,674.3,0.18,5.3,5.69,6735
5722,2018,SFN,D?t l??i Sài G?n,HNX,0,1.61,3.33,6.49,0,0,0,0,0.09,0.08,0.11,0.08,1.08,191.88,17.91,17.91,1.83,0.59,1.91,96.24,-30.37,90.53,0.56,6.94,16.39,1876
4082,2019,DXP,C?ng ?o?n Xá,HNX,0,0.05,5.25,6.49,0,0,0,0,0.09,0.06,0.11,0.06,1.06,0,6.61,6.61,0.67,2.3,0.67,272.86,17.14,270.98,2.29,10.44,15.1,1588
4704,2020,LBE,Sách & TBTH Long An,HNX,0,2.01,5.25,6.49,0,0,0,0,0.09,0.06,0.11,0.06,1.06,395.84,18.15,18.15,1.52,0.43,1.52,30.9,13.29,27.62,0.38,15.45,17.79,1553
1776,2019,NCT,DV Hàng hóa N?i Bài,HOSE,0,0.76,5.25,5.52,0,0,0,0,0.13,0.11,0.14,0.12,1.14,0,6.83,6.83,2.9,2.15,2.94,1504.53,8.15,1481.54,2.12,5.17,5.77,8422
8211,2012,HFC,X?ng d?u HFC,UPCOM,0,0.19,1.13,1.32,0,0,0.96,0.41,1.3,0.56,1.32,0.57,0,0,49.73,49.73,0.81,0.04,1.09,25.2,67.91,47.69,0.04,12.45,12.47,241
8209,2010,HFC,X?ng d?u HFC,UPCOM,0,0.3,3.04,3.56,0,0,0,0,0.25,0.2,0.26,0.2,0,0,4.76,4.76,1.12,0.06,1.44,42,5.23,39.23,0.05,3.37,3.65,4203
11489,2013,XPH,Xà ph?ng Hà N?i,UPCOM,0,0.32,1.21,1.68,0,0,0.29,0.2,0.48,0.32,0.48,0.32,0,0,0,0,0.26,0.04,0.18,0,0,31.32,0.12,2.64,3.88,397
5974,2020,TET,May m?c Mi?n B?c,HNX,0,2.01,5.25,6.49,0,0,0,0,0.09,0.06,0.11,0.06,1.06,0,20.14,20.14,1.7,5.06,1.7,170.52,20.89,134.43,5.93,16.74,22.04,1485
749,2010,DSN,Công viên n??c ??m Sen,HOSE,0,1.93,2.37,2.42,0,0,0,0,0.12,0.11,0.12,0.11,0,0,4.74,4.74,1.7,1.65,1.87,177.45,3.73,156.12,1.44,2.73,3.12,4431
2236,2019,SAB,SABECO,HOSE,0,0.68,2.82,3.15,0.02,0.02,0.05,0.04,0.3,0.23,0.34,0.26,1.34,10.28,20.69,20.69,2.9,2.76,2.98,4818.31,20.88,6993.74,2.71,16.68,18.65,7.88
4555,2020,KSQ,CNC Capital Vi?t Nam,HNX,0,2.01,5.25,6.49,0,0,0,0,0.09,0.01,0.11,0.01,1.01,0,103.94,104.51,0.32,2.58,0.32,99,-0.85,96.02,2.5,-30.33,-64,17
6966,2019,BLW,C?p n??c B?c Liêu,UPCOM,0,1.95,2.6,3.17,0,0,0,0,0.09,0.07,0.11,0.08,1.09,0,22.47,22.47,1.63,3.4,1.64,196.57,20.64,175.35,3.03,9.39,24.34,783
2237,2020,SAB,SABECO,HOSE,0,0.53,3.49,3.77,0.02,0.02,0.05,0.04,0.24,0.19,0.29,0.23,1.29,10.8,23.05,23.05,2.9,3.89,2.98,4818.31,26.37,6993.74,3.86,19.51,21.85,7366
8210,2011,HFC,X?ng d?u HFC,UPCOM,0,0.23,1.38,1.64,0,0,0.73,0.39,0.86,0.46,0.88,0.47,0,0,17.42,17.42,1.17,0.04,1.53,40.11,0,58.5,0.06,9.21,10.36,1096
9975,2011,SAP,In Sách TP.HCM,UPCOM,0,0.87,1.28,1.49,0,0,0,0,0.81,0.45,0.81,0.45,0,1008.17,9.3,9.3,0.51,0.22,0.51,7.72,0.73,4.44,0.03,-1.22,-2.84,645
408,2018,COM,V?t t? X?ng d?u,HOSE,0,2.01,4.81,5.81,0,0,0,0,0.09,0.08,0.13,0.12,1.13,2731.17,8.98,8.98,1.61,0.19,2.22,810.52,4.95,751.52,0.18,6.19,6.78,6393
6478,2014,VGP,C?ng Rau Qu?,HNX,0,0.52,1.76,1.76,0,0,0.24,0.19,0.28,0.22,0.28,0.22,0,0,10.65,10.65,0.92,0.54,1.02,140.83,2.67,176.2,0.67,7.18,7.66,1672
